't             ','x             ','y             ','z             ',magnitude
1.3877139505E13,0.424727,-1.022475,-0.432229,1.188558
1.3877159483E13,0.375998,-0.80873,-0.117686,0.899593
1.3877179475E13,0.38698,-0.259481,0.097206,0.475955
1.3877199563E13,0.484408,0.556715,0.188677,0.761697
1.387721957E13,0.673573,1.523216,0.158871,1.673059
1.3877239586E13,0.93604,2.494237,0.036101,2.664337
1.3877259516E13,1.232001,3.318885,-0.130494,3.542577
1.3877279561E13,1.506777,3.865811,-0.281139,4.158595
1.3877299555E13,1.700371,4.043981,-0.358551,4.401546
1.387731954E13,1.758193,3.81583,-0.321374,4.213678
1.3877339495E13,1.640994,3.200753,-0.155029,3.600238
1.3877359485E13,1.332299,2.268744,0.122687,2.63387
1.3877379473E13,0.842074,1.126028,0.462658,1.48023
1.3877399503E13,0.206023,-0.104174,0.792327,0.825276
1.3877419486E13,-0.519261,-1.301736,1.029351,1.738883
1.3877439505E13,-1.264178,-2.366601,1.09863,2.899299
1.3877459485E13,-1.95583,-3.229812,0.948767,3.893214
1.387747965E13,-2.527856,-3.857069,0.564869,4.646086
1.3877499475E13,-2.928804,-4.245108,-0.025266,5.157468
1.3877519476E13,-3.127914,-4.412772,-0.753175,5.461106
1.3877539508E13,-3.117751,-4.389542,-1.520101,5.594565
1.387755971E13,-2.913809,-4.204701,-2.213879,5.574141
1.3877579466E13,-2.55013,-3.880213,-2.729292,5.385931
1.3877599503E13,-2.074333,-3.428498,-2.987467,4.998242
1.3877619483E13,-1.541145,-2.855014,-2.950658,4.3855
1.3877639505E13,-1.00496,-2.165086,-2.629332,3.551188
1.3877659891E13,-0.514143,-1.371967,-2.079738,2.544002
1.3877679475E13,-0.106701,-0.503711,-1.392637,1.484772
1.3877699518E13,0.19278,0.393539,-0.675471,0.80517
1.3877719486E13,0.374394,1.257529,-0.031542,1.312458
1.3877739505E13,0.442168,2.017168,0.459608,2.11559
1.3877760106E13,0.412052,2.603948,0.756306,2.742687
1.3877779471E13,0.308818,2.964953,0.860623,3.102739
1.38777995E13,0.16217,3.074364,0.81483,3.184644
1.3877819485E13,0.002409,2.940442,0.689003,3.020088
1.3877839508E13,-0.143949,2.60634,0.562703,2.670274
1.3877860283E13,-0.257493,2.143704,0.505234,2.217438
1.3877879471E13,-0.328059,1.640108,0.558649,1.763425
1.3877899488E13,-0.3553,1.183003,0.727262,1.433403
1.3877919483E13,-0.347487,0.843465,0.975872,1.335854
1.3877939513E13,-0.318742,0.663185,1.237758,1.43995
1.3877960463E13,-0.28522,0.647813,1.430353,1.595908
1.3877979468E13,-0.260617,0.767861,1.474756,1.682984
