't             ','x             ','y             ','z             ',magnitude
1.4987398841E13,0.143336,0.226645,-0.188028,0.327518
1.4987418856E13,0.167847,0.182107,-0.116748,0.273799
1.4987440089E13,0.138474,0.078412,-0.015981,0.159934
1.4987458819E13,0.060248,-0.066814,0.092276,0.128875
1.4987478874E13,-0.048858,-0.224917,0.183887,0.2946
1.4987500474E13,-0.162089,-0.362233,0.238234,0.462862
1.4987520734E13,-0.250464,-0.44755,0.242961,0.567506
1.4987539251E13,-0.290152,-0.459378,0.196555,0.577798
1.4987558888E13,-0.268784,-0.391257,0.108163,0.486853
1.4987578878E13,-0.189035,-0.253806,-0.005241,0.316511
1.4987598868E13,-0.068364,-0.072861,-0.123691,0.159003
1.4987618859E13,0.06519,0.115967,-0.229851,0.265574
1.4987639139E13,0.18016,0.275291,-0.313779,0.454643
1.4987658824E13,0.250101,0.374752,-0.3755,0.586506
1.4987678874E13,0.261155,0.398682,-0.42463,0.638326
1.4987698964E13,0.216623,0.350736,-0.477181,0.630589
1.4987718833E13,0.137068,0.254364,-0.55051,0.621731
1.4987738879E13,0.055625,0.148951,-0.657864,0.676806
1.4987758901E13,0.009529,0.082214,-0.804284,0.808532
1.4987778886E13,0.029792,0.100493,-0.985457,0.991015
1.4987798893E13,0.131766,0.238885,-1.190278,1.221143
1.4987820649E13,0.309342,0.51346,-1.406887,1.529269
1.4987838789E13,0.534783,0.917226,-1.630734,1.945916
1.4987858874E13,0.765022,1.420847,-1.872365,2.471805
1.4987878816E13,0.95355,1.978058,-2.162106,3.081667
1.4987898834E13,1.065479,2.534767,-2.549388,3.749622
1.4987918801E13,1.092274,3.039936,-3.095238,4.473787
1.4987938784E13,1.062159,3.455952,-3.8582,5.287485
1.4987958823E13,1.042735,3.766513,-4.875705,6.248714
1.4987978808E13,1.133792,3.980364,-6.144548,7.408391
1.4987998833E13,1.450493,4.130082,-7.605261,8.77505
1.4988018808E13,2.099028,4.266119,-9.13513,10.298363
1.4988038789E13,3.149103,4.447397,-10.553325,11.877241
1.4988058819E13,4.608751,4.730428,-11.639661,13.382796
1.4988078806E13,6.407276,5.158914,-12.165842,14.685888
1.4988098826E13,8.3909,5.755666,-11.935044,15.683755
1.4988118824E13,10.333748,6.518147,-10.823124,16.32215
1.4988138784E13,11.964054,7.418037,-8.813749,16.608673
1.4988158844E13,13.002108,8.404942,-6.019633,16.611257
1.4988178803E13,13.204178,9.412971,-2.683505,16.436409
1.4988198834E13,12.405125,10.368734,0.84391,16.18981
1.4988219204E13,10.552029,11.199332,4.147052,15.936385
1.4988238788E13,7.722496,11.839319,6.80401,15.687606
1.4988258823E13,4.123243,12.235662,8.452154,15.432157
1.4988278804E13,0.069079,12.350681,8.849378,15.193932
1.4988298821E13,-4.055632,12.163515,7.918811,15.070064
1.4988319379E13,-7.846997,11.67024,5.769165,15.200432
1.4988338793E13,-10.935135,10.8835,2.684572,15.65997
1.4988358818E13,-13.032875,9.83211,-0.915122,16.351259
1.4988378838E13,-13.972136,8.560365,-4.538126,17.002794
1.4987898834E13,1.065479,2.534767,-2.549388,3.749622
1.4987918801E13,1.092274,3.039936,-3.095238,4.473787
1.4987938784E13,1.062159,3.455952,-3.8582,5.287485
1.4987958823E13,1.042735,3.766513,-4.875705,6.248714
1.4987978808E13,1.133792,3.980364,-6.144548,7.408391
1.4987998833E13,1.450493,4.130082,-7.605261,8.77505
1.4988018808E13,2.099028,4.266119,-9.13513,10.298363
1.4988038789E13,3.149103,4.447397,-10.553325,11.877241
1.4988058819E13,4.608751,4.730428,-11.639661,13.382796
1.4988078806E13,6.407276,5.158914,-12.165842,14.685888
1.4988098826E13,8.3909,5.755666,-11.935044,15.683755
1.4988118824E13,10.333748,6.518147,-10.823124,16.32215
1.4988138784E13,11.964054,7.418037,-8.813749,16.608673
1.4988158844E13,13.002108,8.404942,-6.019633,16.611257
1.4988178803E13,13.204178,9.412971,-2.683505,16.436409
1.4988198834E13,12.405125,10.368734,0.84391,16.18981
1.4988219204E13,10.552029,11.199332,4.147052,15.936385
1.4988238788E13,7.722496,11.839319,6.80401,15.687606
1.4988258823E13,4.123243,12.235662,8.452154,15.432157
1.4988278804E13,0.069079,12.350681,8.849378,15.193932
1.4988298821E13,-4.055632,12.163515,7.918811,15.070064
1.4988319379E13,-7.846997,11.67024,5.769165,15.200432
1.4988338793E13,-10.935135,10.8835,2.684572,15.65997
1.4988358818E13,-13.032875,9.83211,-0.915122,16.351259
1.4988378838E13,-13.972136,8.560365,-4.538126,17.002794
1.4988398831E13,-13.72256,7.126784,-7.698346,17.273223
1.4988419559E13,-12.389957,5.601871,-9.993722,16.875025
1.4988438783E13,-10.195651,4.063824,-11.171388,15.660967
1.4988458818E13,-7.440661,2.592767,-11.167873,13.667745
1.4988478804E13,-4.461609,1.262806,-10.116716,11.128728
1.4988498819E13,-1.585028,0.133208,-8.322102,8.472747
1.4988519763E13,0.91362,-0.759754,-6.202857,6.315644
1.4988538786E13,2.839802,-1.408781,-4.217389,5.275937
1.4988558818E13,4.09557,-1.837394,-2.782413,5.281243
1.4988578801E13,4.67979,-2.097812,-2.199973,5.580424
1.4988598821E13,4.675035,-2.262823,-2.606425,5.811176
1.4988618753E13,4.22533,-2.413886,-3.951906,6.268797
1.4988638968E13,3.508308,-2.626254,-6.01366,7.441071
1.4988658808E13,2.706686,-2.955017,-8.439708,9.342749
1.4988678809E13,1.982855,-3.423022,-10.813671,11.514524
1.4988698833E13,1.459052,-4.014866,-12.728697,13.426381
1.4988718829E13,1.205909,-4.677401,-13.856939,14.674708
1.4988738783E13,1.239256,-5.328185,-14.001819,15.032507
1.4988758853E13,1.524163,-5.870002,-13.124376,14.457844
1.4988778803E13,1.984769,-6.208947,-11.340551,13.08046
