't             ','x             ','y             ','z             ',magnitude
1.3508596213E13,-0.29655,-1.364915,1.414692,1.988036
1.3508613127E13,-0.044715,-1.406104,1.620452,2.145925
1.350863301E13,0.259561,-1.405185,1.764836,2.270807
1.3508653077E13,0.582353,-1.365907,1.78598,2.32262
1.3508673052E13,0.882073,-1.297239,1.627175,2.260216
1.3508693012E13,1.118553,-1.210209,1.2523,2.069787
1.3508713022E13,1.26193,-1.114254,0.657493,1.807298
1.3508733205E13,1.299364,-1.014055,-0.123886,1.652877
1.3508753018E13,1.238126,-0.907715,-1.02445,1.845643
1.3508773052E13,1.104421,-0.786775,-1.9537,2.378172
1.3508793073E13,0.938243,-0.638111,-2.814457,3.034577
1.3508813188E13,0.785378,-0.447196,-3.521229,3.635362
1.3508833045E13,0.688288,-0.201863,-4.016381,4.079927
1.3508853077E13,0.677769,0.104498,-4.280394,4.334981
1.3508873105E13,0.767069,0.471266,-4.333703,4.426225
1.3508893017E13,0.94958,0.89101,-4.229504,4.425416
1.3508913025E13,1.200435,1.352042,-4.038957,4.425182
1.3508933182E13,1.481511,1.842533,-3.831995,4.502665
1.3508953022E13,1.748677,2.355102,-3.658111,4.688939
1.3508972992E13,1.959719,2.890539,-3.531604,4.966684
1.350899299E13,2.081337,3.45941,-3.425002,5.294348
1.3509012993E13,2.093915,4.080643,-3.272629,5.634379
1.3509033167E13,1.993335,4.776945,-2.984142,5.974754
1.3509053022E13,1.789771,5.56765,-2.465614,6.346752
1.3509073E13,1.504069,6.460359,-1.643982,6.833823
1.3509092987E13,1.162736,7.443242,-0.48974,7.549414
1.3509113018E13,0.7928,8.479984,0.967102,8.571694
1.3509133168E13,0.417633,9.509017,2.6316,9.875279
1.3509153012E13,0.0545,10.447941,4.35077,11.317758
1.3509173E13,-0.285931,11.20302,5.932183,12.679914
1.3509192992E13,-0.598422,11.682531,7.171283,13.72104
1.350921302E13,-0.881014,11.811813,7.882688,14.227856
1.3509233157E13,-1.132795,11.54732,7.929915,14.053732
1.3509253008E13,-1.352387,10.886917,7.248186,13.148768
1.3509273262E13,-1.537658,9.874194,5.856304,11.582763
1.3509292987E13,-1.68673,8.595601,3.855594,9.570529
1.3509313018E13,-1.799866,7.17046,1.416327,7.52735
1.3509333173E13,-1.881485,5.7353,-1.24575,6.163242
1.3509353165E13,-1.941387,4.42507,-3.898482,6.208735
1.3509372992E13,-1.994397,3.354402,-6.322926,7.430278
1.3509392992E13,-2.058015,2.602201,-8.338708,8.97446
1.3509413015E13,-2.148177,2.202193,-9.821452,10.291999
1.3509433155E13,-2.273819,2.141015,-10.710343,11.156418
1.3509453007E13,-2.431421,2.363969,-11.005877,11.516487
1.3509473003E13,-2.600924,2.787181,-10.759608,11.415005
1.3509492988E13,-2.744361,3.313699,-10.058949,10.940501
1.3509513033E13,-2.808124,3.850411,-9.010526,10.193175
1.3509533175E13,-2.72911,4.322629,-7.725296,9.263551
1.3509553018E13,-2.444203,4.683735,-6.307666,8.227889
1.3509573027E13,-1.901731,4.918415,-4.849541,7.164177
