't             ','x             ','y             ','z             ',magnitude
3111219095000,-0.126854,-0.074079,-1.095486,1.105291
3111246020000,-0.332316,-0.064911,-1.134741,1.18418
3111254852000,-0.619855,-0.118177,-1.074309,1.245923
3111279052000,-0.961314,-0.252294,-0.908616,1.346611
3111294942000,-1.311898,-0.469749,-0.639522,1.533208
3111314928000,-1.616817,-0.754674,-0.275328,1.805391
3111334942000,-1.820672,-1.074726,0.170105,2.121042
3111354913000,-1.877579,-1.38697,0.677863,2.430738
3111374913000,-1.760285,-1.646534,1.224049,2.703326
3111394948000,-1.466036,-1.816429,1.779456,2.935156
3111414955000,-1.018057,-1.876211,2.309378,3.14481
3111436763000,-0.462456,-1.827158,2.77428,3.353953
3111457433000,0.139083,-1.692567,3.131782,3.56261
3111474915000,0.719293,-1.513089,3.34038,3.736972
3111494963000,1.216343,-1.338049,3.364545,3.81969
3111516237000,1.583367,-1.214129,3.180364,3.754447
3111534955000,1.795007,-1.174698,2.781128,3.512355
3111555002000,1.849562,-1.231789,2.181234,3.113834
3111574940000,1.76662,-1.37254,1.417194,2.648255
3111594938000,1.581285,-1.561358,0.545454,2.288191
3111614913000,1.336248,-1.747528,-0.363239,2.229654
3111634923000,1.073158,-1.876499,-1.232461,2.488348
3111655132000,0.825345,-1.902499,-1.990554,2.874543
3111674907000,0.613624,-1.799367,-2.580541,3.205222
3111694937000,0.445448,-1.566837,-2.967727,3.385382
3111714913000,0.317237,-1.231037,-3.143598,3.390914
3111734908000,0.218717,-0.838605,-3.12483,3.242786
3111755300000,0.13803,-0.445702,-2.94766,2.98436
3111774883000,0.066174,-0.104339,-2.658732,2.661601
3111794940000,-0.000498,0.15062,-2.304428,2.309345
3111814902000,-0.060198,0.310675,-1.921144,1.947033
3111834918000,-0.107943,0.39664,-1.528863,1.583161
3111855545000,-0.139157,0.454323,-1.129753,1.225608
3111874912000,-0.153303,0.543727,-0.712449,0.909244
3111894958000,-0.156048,0.723796,-0.261266,0.78517
3111914930000,-0.159013,1.037167,0.231291,1.074474
3111934903000,-0.17714,1.497239,0.75263,1.685098
3111955680000,-0.223528,2.081515,1.262325,2.444614
3111975078000,-0.303779,2.733189,1.689996,3.2278
3111994907000,-0.410099,3.371352,1.941543,3.912006
3112014873000,-0.518079,3.908645,1.912273,4.382088
3112034905000,-0.588406,4.271184,1.506132,4.567019
3112055948000,-0.57115,4.417841,0.658252,4.50298
3112075365000,-0.414913,4.353793,-0.644222,4.420711
3112094918000,-0.078222,4.134832,-2.348155,4.755711
3112115158000,0.458518,3.861198,-4.330754,5.820182
3112134915000,1.183933,3.660926,-6.408555,7.474869
3112154843000,2.051206,3.666015,-8.358901,9.355124
3112174900000,2.979769,3.985958,-9.95049,11.125607
3112194955000,3.863666,4.683712,-10.978617,12.54572
3111714913000,0.317237,-1.231037,-3.143598,3.390914
3111734908000,0.218717,-0.838605,-3.12483,3.242786
3111755300000,0.13803,-0.445702,-2.94766,2.98436
3111774883000,0.066174,-0.104339,-2.658732,2.661601
3111794940000,-0.000498,0.15062,-2.304428,2.309345
3111814902000,-0.060198,0.310675,-1.921144,1.947033
3111834918000,-0.107943,0.39664,-1.528863,1.583161
3111855545000,-0.139157,0.454323,-1.129753,1.225608
3111874912000,-0.153303,0.543727,-0.712449,0.909244
3111894958000,-0.156048,0.723796,-0.261266,0.78517
3111914930000,-0.159013,1.037167,0.231291,1.074474
3111934903000,-0.17714,1.497239,0.75263,1.685098
3111955680000,-0.223528,2.081515,1.262325,2.444614
3111975078000,-0.303779,2.733189,1.689996,3.2278
3111994907000,-0.410099,3.371352,1.941543,3.912006
3112014873000,-0.518079,3.908645,1.912273,4.382088
3112034905000,-0.588406,4.271184,1.506132,4.567019
3112055948000,-0.57115,4.417841,0.658252,4.50298
3112075365000,-0.414913,4.353793,-0.644222,4.420711
3112094918000,-0.078222,4.134832,-2.348155,4.755711
3112115158000,0.458518,3.861198,-4.330754,5.820182
3112134915000,1.183933,3.660926,-6.408555,7.474869
3112154843000,2.051206,3.666015,-8.358901,9.355124
3112174900000,2.979769,3.985958,-9.95049,11.125607
3112194955000,3.863666,4.683712,-10.978617,12.54572
3112214952000,4.585464,5.759246,-11.298833,13.485512
3112234922000,5.03356,7.144455,-10.85308,13.934464
3112255042000,5.119643,8.71089,-9.682686,13.994455
3112274872000,4.793447,10.288897,-7.925527,13.843862
3112294925000,4.051768,11.695032,-5.797017,13.667333
3112314958000,2.940078,12.762559,-3.557822,13.57148
3112334938000,1.546568,13.369247,-1.473532,13.538831
3112355107000,-0.010567,13.457158,0.226373,13.459066
3112374918000,-1.599916,13.040992,1.38314,13.211369
3112394933000,-3.094686,12.203652,1.930703,12.737104
3112414945000,-4.388399,11.079898,1.901208,12.068006
3112434935000,-5.405752,9.831658,1.413272,11.308448
3112456083000,-6.107255,8.61985,0.64539,10.583804
3112474935000,-6.487661,7.578208,-0.200137,9.977927
3112494950000,-6.569092,6.79378,-0.935782,9.496531
3112515203000,-6.391183,6.297043,-1.422631,9.084264
3112534945000,-6.000751,6.062829,-1.593291,8.677874
3112555112000,-5.443609,6.021239,-1.459775,8.247372
3112574918000,-4.759928,6.075485,-1.105575,7.796841
3112594942000,-3.983754,6.122487,-0.664063,7.334584
3112614942000,-3.145975,6.072239,-0.288269,6.844878
3112634928000,-2.278816,5.862142,-0.118421,6.290607
3112654933000,-1.420291,5.46422,-0.253813,5.651491
3112674932000,-0.616049,4.885049,-0.734528,4.978228
3112694973000,0.082147,4.159522,-1.53605,4.434842
3112214952000,4.585464,5.759246,-11.298833,13.485512
3112234922000,5.03356,7.144455,-10.85308,13.934464
3112255042000,5.119643,8.71089,-9.682686,13.994455
3112274872000,4.793447,10.288897,-7.925527,13.843862
3112294925000,4.051768,11.695032,-5.797017,13.667333
3112314958000,2.940078,12.762559,-3.557822,13.57148
3112334938000,1.546568,13.369247,-1.473532,13.538831
3112355107000,-0.010567,13.457158,0.226373,13.459066
3112374918000,-1.599916,13.040992,1.38314,13.211369
3112394933000,-3.094686,12.203652,1.930703,12.737104
3112414945000,-4.388399,11.079898,1.901208,12.068006
3112434935000,-5.405752,9.831658,1.413272,11.308448
3112456083000,-6.107255,8.61985,0.64539,10.583804
3112474935000,-6.487661,7.578208,-0.200137,9.977927
3112494950000,-6.569092,6.79378,-0.935782,9.496531
3112515203000,-6.391183,6.297043,-1.422631,9.084264
3112534945000,-6.000751,6.062829,-1.593291,8.677874
3112555112000,-5.443609,6.021239,-1.459775,8.247372
3112574918000,-4.759928,6.075485,-1.105575,7.796841
3112594942000,-3.983754,6.122487,-0.664063,7.334584
3112614942000,-3.145975,6.072239,-0.288269,6.844878
3112634928000,-2.278816,5.862142,-0.118421,6.290607
3112654933000,-1.420291,5.46422,-0.253813,5.651491
3112674932000,-0.616049,4.885049,-0.734528,4.978228
3112694973000,0.082147,4.159522,-1.53605,4.434842
3112714955000,0.622297,3.340612,-2.576938,4.264687
3112734942000,0.96119,2.487837,-3.737214,4.591295
3112754952000,1.074205,1.657295,-4.883047,5.267323
3112774923000,0.963431,0.894655,-5.892537,6.037433
3112794937000,0.662507,0.232228,-6.675974,6.712784
3112814943000,0.235517,-0.310517,-7.187166,7.197725
3112834932000,-0.230349,-0.724314,-7.424213,7.463017
3112854908000,-0.637518,-1.00671,-7.420285,7.515352
3112875363000,-0.893911,-1.159488,-7.22748,7.374276
3112894898000,-0.928893,-1.187876,-6.898386,7.061276
3112914935000,-0.70602,-1.101486,-6.470333,6.601283
3112934907000,-0.229835,-0.916211,-5.956291,6.030727
3112954908000,0.45492,-0.655927,-5.344789,5.404069
3112974867000,1.271579,-0.35257,-4.608702,4.793887
3112994928000,2.125952,-0.043499,-3.720576,4.285352
3113014882000,2.923642,0.233685,-2.670081,3.966311
3113034897000,3.587398,0.448931,-1.479488,3.906386
3113054928000,4.06923,0.587599,-0.211561,4.116875
3113075352000,4.356235,0.655834,1.033206,4.524866
3113094883000,4.468112,0.682592,2.129607,4.996517
3113114905000,4.447678,0.716576,2.949268,5.384561
3113134910000,4.347444,0.818019,3.385111,5.570314
3113154915000,4.212542,1.04727,3.374547,5.498168
3113174917000,4.068432,1.450266,2.91699,5.211933
3113194947000,3.913652,2.045249,2.079223,4.880869
3112714955000,0.622297,3.340612,-2.576938,4.264687
3112734942000,0.96119,2.487837,-3.737214,4.591295
3112754952000,1.074205,1.657295,-4.883047,5.267323
3112774923000,0.963431,0.894655,-5.892537,6.037433
3112794937000,0.662507,0.232228,-6.675974,6.712784
3112814943000,0.235517,-0.310517,-7.187166,7.197725
3112834932000,-0.230349,-0.724314,-7.424213,7.463017
3112854908000,-0.637518,-1.00671,-7.420285,7.515352
