't             ','x             ','y             ','z             ',magnitude
9.744799591E12,2.82836,3.828384,1.29087,4.931783
9.744819605E12,2.849505,3.415034,0.75659,4.511603
9.744839603E12,2.841837,2.966448,0.214722,4.11363
9.74485976E12,2.82047,2.527677,-0.303015,3.799476
9.744879618E12,2.797139,2.132943,-0.773558,3.601642
9.744899591E12,2.778176,1.802072,-1.183586,3.516618
9.744919588E12,2.763658,1.539691,-1.529024,3.51374
9.744939611E12,2.747805,1.337106,-1.813236,3.553324
9.744959738E12,2.720447,1.176303,-2.044382,3.600558
9.744979603E12,2.669205,1.035128,-2.23251,3.630461
9.744999588E12,2.581944,0.892593,-2.38691,3.627739
9.745019615E12,2.449046,0.733268,-2.514182,3.585613
9.745039608E12,2.265129,0.550025,-2.617244,3.504755
9.745059758E12,2.029968,0.344749,-2.695326,3.391814
9.745079798E12,1.748554,0.127117,-2.744782,3.256904
9.745099631E12,1.430374,-0.088112,-2.760444,3.110271
9.745119591E12,1.088132,-0.284561,-2.737151,2.959223
9.745139608E12,0.736169,-0.447634,-2.671116,2.806631
9.745159598E12,0.388886,-0.567137,-2.5609,2.651619
9.745179725E12,0.059395,-0.638639,-2.407846,2.491809
9.745199585E12,-0.241447,-0.663418,-2.215994,2.325737
9.745219585E12,-0.505574,-0.647184,-1.991585,2.154266
9.745239608E12,-0.727834,-0.598022,-1.742337,1.980684
9.745259755E12,-0.905807,-0.524157,-1.476681,1.809921
9.745279748E12,-1.039446,-0.432108,-1.203104,1.647612
9.745299581E12,-1.13063,-0.325682,-0.929687,1.49957
9.745319608E12,-1.182743,-0.205973,-0.663838,1.371856
9.745339605E12,-1.200292,-0.072297,-0.412174,1.271147
9.745359765E12,-1.188569,0.076287,-0.180439,1.204605
9.745379721E12,-1.153327,0.239339,0.026587,1.178199
9.745399585E12,-1.100438,0.413784,0.205268,1.193447
9.74541961E12,-1.035507,0.59343,0.353349,1.244705
9.745439616E12,-0.963468,0.769433,0.470196,1.319614
9.745459591E12,-0.888205,0.93163,0.556925,1.402501
9.7454796E12,-0.812275,1.070443,0.616344,1.47835
9.745499585E12,-0.73681,1.178854,0.652616,1.535739
9.74551959E12,-0.661661,1.253972,0.670672,1.568452
9.74553961E12,-0.585795,1.297739,0.675417,1.575903
9.745559763E12,-0.507914,1.316563,0.670904,1.562506
9.745579711E12,-0.427184,1.319896,0.659624,1.536137
9.745599585E12,-0.343956,1.318048,0.642112,1.505943
9.745619578E12,-0.260285,1.31971,0.616977,1.479879
9.74563959E12,-0.180139,1.329762,0.581395,1.462442
9.745659716E12,-0.10918,1.347891,0.531998,1.453187
9.745679731E12,-0.054111,1.368359,0.465994,1.446542
9.745699586E12,-0.021656,1.381044,0.382273,1.433138
9.745719766E12,-0.017343,1.373557,0.282259,1.402366
9.745739591E12,-0.044284,1.334004,0.170284,1.345557
9.745759595E12,-0.102214,1.253811,0.053372,1.259102
9.745779718E12,-0.186976,1.130001,-0.059579,1.146915
