't             ','x             ','y             ','z             ',magnitude
3.5854811082E13,0.634656,0.030977,-0.433585,0.769249
3.5854830979E13,0.796484,0.078496,-0.808701,1.137781
3.5854850629E13,0.836609,0.096672,-1.018967,1.321951
3.5854870446E13,0.740747,0.073692,-0.989809,1.23849
3.5854890839E13,0.526225,0.005316,-0.695869,0.872453
3.5854910446E13,0.241571,-0.103654,-0.171878,0.314075
3.5854930376E13,-0.041276,-0.239381,0.489409,0.546377
3.5854951094E13,-0.240488,-0.380784,1.152132,1.237028
3.5854970976E13,-0.281378,-0.502813,1.662948,1.75994
3.5854990492E13,-0.113202,-0.580612,1.881549,1.972347
3.5855010429E13,0.277664,-0.59393,1.710109,1.831481
3.5855030406E13,0.861272,-0.530926,1.1153,1.505844
3.5855051886E13,1.566271,-0.391044,0.137657,1.620207
3.5855070571E13,2.29056,-0.185979,-1.114519,2.554095
3.5855090746E13,2.918713,0.061209,-2.485274,3.833956
3.5855110644E13,3.342947,0.31803,-3.801649,5.072374
3.5855130417E13,3.483977,0.546125,-4.908128,6.043681
3.5855151789E13,3.307567,0.70441,-5.697042,6.62514
3.5855170396E13,2.833395,0.752962,-6.12906,6.794149
3.5855190399E13,2.13452,0.656672,-6.238869,6.626528
3.5855210644E13,1.327529,0.388356,-6.124539,6.278784
3.5855230636E13,0.555127,-0.068663,-5.922931,5.949285
3.5855251781E13,-0.035709,-0.718488,-5.776451,5.821073
3.5855270404E13,-0.316034,-1.551146,-5.798548,6.010748
3.5855290397E13,-0.193751,-2.541615,-6.045569,6.560964
3.5855310606E13,0.374213,-3.649641,-6.501445,7.465165
3.5855330437E13,1.377833,-4.820608,-7.078753,8.674413
3.5855351849E13,2.758202,-5.987993,-7.636068,10.088274
3.5855370399E13,4.418124,-7.078025,-8.007967,11.564852
3.5855390454E13,6.237431,-8.015891,-8.041016,12.954459
3.5855410609E13,8.089175,-8.73278,-7.628438,14.13822
3.5855430411E13,9.853663,-9.173507,-6.735258,15.053624
3.5855450509E13,11.428548,-9.303832,-5.408573,15.697951
