't             ','x             ','y             ','z             ',magnitude
2.8247085518E13,-0.115918,0.019176,0.33231,0.35247
2.8247105516E13,-0.206957,-0.081619,0.302779,0.375724
2.8247125496E13,-0.250776,-0.177993,0.205487,0.369858
2.8247150718E13,-0.228617,-0.249074,0.066015,0.344473
2.8247165479E13,-0.134109,-0.278968,-0.078121,0.319235
2.8247185414E13,0.024985,-0.260799,-0.186849,0.321796
2.8247205511E13,0.22802,-0.198626,-0.228148,0.378809
2.8247225533E13,0.445744,-0.106795,-0.187291,0.495147
2.8247245549E13,0.646607,-0.006863,-0.072319,0.650675
2.8247265489E13,0.803634,0.077235,0.085864,0.81189
2.8247285593E13,0.900297,0.124572,0.239329,0.939857
2.8247305533E13,0.934031,0.122125,0.333843,0.999389
2.8247325531E13,0.916522,0.068019,0.322081,0.973846
2.8247345494E13,0.871208,-0.028031,0.176178,0.889285
2.8247365501E13,0.82822,-0.147541,-0.103353,0.847584
2.8247385508E13,0.817783,-0.268082,-0.485203,0.987957
2.8247405534E13,0.86377,-0.368421,-0.912091,1.309099
2.8247425538E13,0.980041,-0.433669,-1.312308,1.694314
2.8247445726E13,1.169259,-0.458723,-1.615893,2.046632
2.8247465491E13,1.424738,-0.448547,-1.772243,2.31774
2.8247486929E13,1.734626,-0.414967,-1.764246,2.508723
2.8247505501E13,2.087599,-0.370788,-1.615411,2.665541
2.8247525459E13,2.47769,-0.322508,-1.388084,2.858275
2.8247545624E13,2.906678,-0.263666,-1.171758,3.145046
2.8247565464E13,3.383537,-0.170639,-1.06351,3.550844
2.8247585444E13,3.920035,-0.00253,-1.143602,4.083443
2.8247606796E13,4.524061,0.293643,-1.452073,4.760448
2.8247625473E13,5.191549,0.772939,-1.971819,5.606932
2.8247645464E13,5.899459,1.478948,-2.622265,6.62323
2.8247665454E13,6.602166,2.429467,-3.266605,7.756391
2.8247685444E13,7.232862,3.604253,-3.732298,8.901403
2.8247705434E13,7.710826,4.937931,-3.841975,9.929792
2.8247725464E13,7.953665,6.320803,-3.44938,10.729005
2.8247745626E13,7.892704,7.608416,-2.473298,11.238326
2.8247765466E13,7.488599,8.639066,-0.922598,11.470125
2.8247785449E13,6.743782,9.257314,1.093333,11.505296
2.8247805436E13,5.708792,9.339621,3.371971,11.453777
2.8247825469E13,4.480465,8.817804,5.642673,11.387185
2.8247845621E13,3.191553,7.695942,7.605796,11.281031
2.8247865466E13,1.992893,6.056992,8.979394,11.013097
2.8247885434E13,1.031012,4.057266,9.545184,10.422808
2.8247905438E13,0.425084,1.908845,9.185587,9.391453
2.8247925466E13,0.247545,-0.147798,7.904853,7.910109
2.8247945619E13,0.51201,-1.877036,5.830078,6.146156
2.8247965468E13,1.171137,-3.081961,3.191929,4.588949
2.8247985446E13,2.124956,-3.633225,0.288364,4.218876
2.8248005441E13,3.238146,-3.488111,-2.562175,5.405298
2.8248025466E13,4.363124,-2.696736,-5.069886,7.212002
2.8248045619E13,5.364545,-1.394206,-7.016207,8.941439
2.8248065459E13,6.140655,0.219983,-8.28246,10.312864
2.8247585444E13,3.920035,-0.00253,-1.143602,4.083443
2.8247606796E13,4.524061,0.293643,-1.452073,4.760448
2.8247625473E13,5.191549,0.772939,-1.971819,5.606932
2.8247645464E13,5.899459,1.478948,-2.622265,6.62323
2.8247665454E13,6.602166,2.429467,-3.266605,7.756391
2.8247685444E13,7.232862,3.604253,-3.732298,8.901403
2.8247705434E13,7.710826,4.937931,-3.841975,9.929792
2.8247725464E13,7.953665,6.320803,-3.44938,10.729005
2.8247745626E13,7.892704,7.608416,-2.473298,11.238326
2.8247765466E13,7.488599,8.639066,-0.922598,11.470125
2.8247785449E13,6.743782,9.257314,1.093333,11.505296
2.8247805436E13,5.708792,9.339621,3.371971,11.453777
2.8247825469E13,4.480465,8.817804,5.642673,11.387185
2.8247845621E13,3.191553,7.695942,7.605796,11.281031
2.8247865466E13,1.992893,6.056992,8.979394,11.013097
2.8247885434E13,1.031012,4.057266,9.545184,10.422808
2.8247905438E13,0.425084,1.908845,9.185587,9.391453
2.8247925466E13,0.247545,-0.147798,7.904853,7.910109
2.8247945619E13,0.51201,-1.877036,5.830078,6.146156
2.8247965468E13,1.171137,-3.081961,3.191929,4.588949
2.8247985446E13,2.124956,-3.633225,0.288364,4.218876
2.8248005441E13,3.238146,-3.488111,-2.562175,5.405298
2.8248025466E13,4.363124,-2.696736,-5.069886,7.212002
2.8248045619E13,5.364545,-1.394206,-7.016207,8.941439
2.8248065459E13,6.140655,0.219983,-8.28246,10.312864
2.8248085454E13,6.637638,1.911944,-8.860171,11.234607
2.8248105441E13,6.854698,3.448021,-8.841613,11.706829
2.8248125469E13,6.839082,4.628334,-8.393154,11.77453
2.8248145633E13,6.672169,5.314132,-7.717942,11.503237
2.8248165469E13,6.449403,5.445155,-7.015015,10.975197
2.8248185459E13,6.259586,5.043553,-6.442505,10.301734
2.8248205431E13,6.166819,4.205382,-6.092268,9.634865
2.8248225464E13,6.198738,3.081839,-5.980166,9.147921
2.8248245616E13,6.343227,1.853224,-6.052578,8.961287
2.8248265458E13,6.553978,0.700363,-6.206726,9.05365
2.8248285443E13,6.762979,-0.221592,-6.319761,9.258854
2.8248305434E13,6.897221,-0.803231,-6.279889,9.362363
2.8248325468E13,6.895809,-0.992213,-6.013016,9.202881
2.8248345604E13,6.723687,-0.794855,-5.49936,8.72254
2.8248365461E13,6.379263,-0.26867,-4.776966,7.97412
2.8248385444E13,5.894406,0.49207,-3.932055,7.10262
2.8248405433E13,5.327012,1.374818,-3.078897,6.304505
2.8248425468E13,4.74856,2.267724,-2.33398,5.756636
2.8248445676E13,4.229373,3.075365,-1.790631,5.527371
2.8248465523E13,3.82372,3.730112,-1.499346,5.548208
2.8248485501E13,3.559176,4.197244,-1.458063,5.693025
2.8248505519E13,3.43239,4.474267,-1.613868,5.865572
2.8248525488E13,3.411235,4.584689,-1.875714,6.014499
2.8248545508E13,3.443047,4.568552,-2.135303,6.106206
2.8248565534E13,3.466225,4.471725,-2.291068,6.1041
2.8248085454E13,6.637638,1.911944,-8.860171,11.234607
2.8248105441E13,6.854698,3.448021,-8.841613,11.706829
2.8248125469E13,6.839082,4.628334,-8.393154,11.77453
2.8248145633E13,6.672169,5.314132,-7.717942,11.503237
2.8248165469E13,6.449403,5.445155,-7.015015,10.975197
2.8248185459E13,6.259586,5.043553,-6.442505,10.301734
2.8248205431E13,6.166819,4.205382,-6.092268,9.634865
2.8248225464E13,6.198738,3.081839,-5.980166,9.147921
2.8248245616E13,6.343227,1.853224,-6.052578,8.961287
2.8248265458E13,6.553978,0.700363,-6.206726,9.05365
2.8248285443E13,6.762979,-0.221592,-6.319761,9.258854
2.8248305434E13,6.897221,-0.803231,-6.279889,9.362363
2.8248325468E13,6.895809,-0.992213,-6.013016,9.202881
2.8248345604E13,6.723687,-0.794855,-5.49936,8.72254
2.8248365461E13,6.379263,-0.26867,-4.776966,7.97412
2.8248385444E13,5.894406,0.49207,-3.932055,7.10262
2.8248405433E13,5.327012,1.374818,-3.078897,6.304505
2.8248425468E13,4.74856,2.267724,-2.33398,5.756636
2.8248445676E13,4.229373,3.075365,-1.790631,5.527371
2.8248465523E13,3.82372,3.730112,-1.499346,5.548208
2.8248485501E13,3.559176,4.197244,-1.458063,5.693025
2.8248505519E13,3.43239,4.474267,-1.613868,5.865572
2.8248525488E13,3.411235,4.584689,-1.875714,6.014499
2.8248545508E13,3.443047,4.568552,-2.135303,6.106206
2.8248565534E13,3.466225,4.471725,-2.291068,6.1041
2.8248585456E13,3.42368,4.336134,-2.269497,5.972793
2.8248605624E13,3.274386,4.192101,-2.040204,5.69717
2.8248625473E13,3.00075,4.054115,-1.621294,5.298013
2.8248645438E13,2.610594,3.920303,-1.074366,4.830967
2.8248665466E13,2.133504,3.775199,-0.490506,4.364007
2.8248685446E13,1.613317,3.595094,0.029681,3.940606
2.8248705448E13,1.098122,3.354216,0.39703,3.551658
2.8248725451E13,0.629906,3.030735,0.551544,3.144254
2.8248745601E13,0.2365,2.611699,0.473052,2.66471
2.8248765463E13,-0.072776,2.096114,0.1831,2.105355
2.8248785448E13,-0.307083,1.495695,-0.262021,1.549212
2.8248805436E13,-0.490131,0.833613,-0.784878,1.245461
2.8248825468E13,-0.653533,0.141556,-1.303742,1.465226
2.8248845599E13,-0.829082,-0.544393,-1.74885,2.010527
2.8248865456E13,-1.04179,-1.188313,-2.074376,2.607767
2.8248885521E13,-1.304915,-1.758729,-2.263773,3.149698
2.8248905434E13,-1.617954,-2.231928,-2.327724,3.607988
2.8248925466E13,-1.967607,-2.59401,-2.29568,3.983781
2.8248945608E13,-2.331009,-2.841541,-2.203706,4.285356
2.8248965459E13,-2.680178,-2.980699,-2.081924,4.516894
2.8248985691E13,-2.98659,-3.025136,-1.944955,4.674828
2.8249005438E13,-3.224835,-2.993144,-1.787962,4.74924
2.8249025464E13,-3.374675,-2.90459,-1.58913,4.727622
2.8249045603E13,-3.421555,-2.777967,-1.31806,4.600155
2.8249065464E13,-3.355978,-2.628169,-0.947832,4.36672
2.8248585456E13,3.42368,4.336134,-2.269497,5.972793
2.8248605624E13,3.274386,4.192101,-2.040204,5.69717
2.8248625473E13,3.00075,4.054115,-1.621294,5.298013
2.8248645438E13,2.610594,3.920303,-1.074366,4.830967
2.8248665466E13,2.133504,3.775199,-0.490506,4.364007
2.8248685446E13,1.613317,3.595094,0.029681,3.940606
2.8248705448E13,1.098122,3.354216,0.39703,3.551658
2.8248725451E13,0.629906,3.030735,0.551544,3.144254
2.8248745601E13,0.2365,2.611699,0.473052,2.66471
2.8248765463E13,-0.072776,2.096114,0.1831,2.105355
2.8248785448E13,-0.307083,1.495695,-0.262021,1.549212
2.8248805436E13,-0.490131,0.833613,-0.784878,1.245461
2.8248825468E13,-0.653533,0.141556,-1.303742,1.465226
2.8248845599E13,-0.829082,-0.544393,-1.74885,2.010527
2.8248865456E13,-1.04179,-1.188313,-2.074376,2.607767
2.8248885521E13,-1.304915,-1.758729,-2.263773,3.149698
2.8248905434E13,-1.617954,-2.231928,-2.327724,3.607988
2.8248925466E13,-1.967607,-2.59401,-2.29568,3.983781
2.8248945608E13,-2.331009,-2.841541,-2.203706,4.285356
2.8248965459E13,-2.680178,-2.980699,-2.081924,4.516894
2.8248985691E13,-2.98659,-3.025136,-1.944955,4.674828
2.8249005438E13,-3.224835,-2.993144,-1.787962,4.74924
2.8249025464E13,-3.374675,-2.90459,-1.58913,4.727622
2.8249045603E13,-3.421555,-2.777967,-1.31806,4.600155
2.8249065464E13,-3.355978,-2.628169,-0.947832,4.36672
2.8249085869E13,-3.172626,-2.465309,-0.467696,4.045002
2.8249105434E13,-2.869883,-2.294575,0.10709,3.675972
2.8249125461E13,-2.450239,-2.117343,0.731094,3.319836
2.8249145593E13,-1.921532,-1.932954,1.331855,3.033551
2.8249165464E13,-1.29843,-1.740479,1.820582,2.833674
2.8249186031E13,-0.603629,-1.540225,2.108612,2.680094
2.8249205608E13,0.131738,-1.334646,2.125699,2.513411
2.8249225633E13,0.868645,-1.128047,1.836342,2.323615
2.8249245764E13,1.563864,-0.925788,1.250962,2.206277
2.8249265464E13,2.17515,-0.732711,0.42873,2.334942
2.8249285448E13,2.667151,-0.550937,-0.529337,2.774423
2.8249305436E13,3.017308,-0.378,-1.495746,3.388847
2.8249325469E13,3.219847,-0.206017,-2.337544,3.984215
2.8249345598E13,3.286897,-0.022117,-2.938931,4.409251
2.8249365464E13,3.246386,0.189695,-3.221178,4.577226
2.8249385468E13,3.136533,0.445198,-3.155908,4.471666
2.8249405438E13,2.99796,0.755818,-2.769044,4.150497
2.8249425473E13,2.8651,1.124376,-2.134721,3.745671
2.8249445654E13,2.758518,1.541927,-1.360445,3.440606
2.8249465488E13,2.679693,1.986349,-0.566529,3.383384
2.8249485476E13,2.610091,2.423867,0.135837,3.56457
2.8249505438E13,2.515434,2.813333,0.66363,3.831795
2.8249525436E13,2.353373,3.111682,0.974167,4.021185
2.8249545601E13,2.083705,3.281042,1.068624,4.031007
2.8249565459E13,1.679178,3.296238,0.986933,3.828689
2.8249085869E13,-3.172626,-2.465309,-0.467696,4.045002
2.8249105434E13,-2.869883,-2.294575,0.10709,3.675972
2.8249125461E13,-2.450239,-2.117343,0.731094,3.319836
2.8249145593E13,-1.921532,-1.932954,1.331855,3.033551
2.8249165464E13,-1.29843,-1.740479,1.820582,2.833674
2.8249186031E13,-0.603629,-1.540225,2.108612,2.680094
2.8249205608E13,0.131738,-1.334646,2.125699,2.513411
2.8249225633E13,0.868645,-1.128047,1.836342,2.323615
2.8249245764E13,1.563864,-0.925788,1.250962,2.206277
