't             ','x             ','y             ','z             ',magnitude
4.0441741719E13,-0.086958,0.919706,0.130293,0.932951
4.0441760346E13,-0.023339,0.79469,-0.094136,0.800587
4.0441780336E13,0.103972,0.645258,-0.358491,0.745442
4.0441800536E13,0.277811,0.490787,-0.61917,0.83751
4.0441820346E13,0.471033,0.348425,-0.827099,1.013591
4.0441841687E13,0.650977,0.229991,-0.934672,1.162015
4.0441860356E13,0.785168,0.140229,-0.90292,1.204748
4.0441880339E13,0.847187,0.076647,-0.707757,1.106581
4.0441900536E13,0.821627,0.030915,-0.344377,0.891416
4.0441920359E13,0.707175,-0.008534,0.170764,0.72755
4.0441941734E13,0.517137,-0.053232,0.800694,0.95466
4.0441960361E13,0.277375,-0.111418,1.491356,1.521017
4.0441980326E13,0.021913,-0.185411,2.177173,2.185164
4.0442000809E13,-0.213027,-0.270173,2.788093,2.809241
4.0442020382E13,-0.395477,-0.353341,3.25733,3.30022
4.0442041694E13,-0.503447,-0.416817,3.528893,3.588911
4.0442060311E13,-0.528892,-0.439571,3.564137,3.629879
4.0442080341E13,-0.479183,-0.40125,3.346672,3.404531
4.0442100359E13,-0.375836,-0.286055,2.885042,2.923448
4.0442120344E13,-0.250729,-0.086219,2.212845,2.228673
4.0442141817E13,-0.140515,0.195496,1.386096,1.406849
4.0442160372E13,-0.080199,0.544638,0.477989,0.729065
4.0442180341E13,-0.097034,0.935623,-0.428505,1.033645
4.0442200539E13,-0.205851,1.333951,-1.24953,1.839327
4.0442221429E13,-0.406528,1.699858,-1.909832,2.588869
4.0442240439E13,-0.684019,1.992988,-2.351738,3.157618
4.0442260329E13,-1.010818,2.177565,-2.542368,3.496738
4.0442280327E13,-1.35137,2.227334,-2.478057,3.595551
4.0442300537E13,-1.6675,2.129583,-2.185187,3.477172
4.0442320354E13,-1.924002,1.887689,-1.717064,3.195851
4.0442341702E13,-2.093437,1.521705,-1.147084,2.830877
4.0442360359E13,-2.159406,1.066797,-0.558962,2.472555
4.0442380339E13,-2.117905,0.569575,-0.035352,2.193441
4.0442400562E13,-1.976742,0.08275,0.35349,2.009804
4.0442420351E13,-1.753353,-0.34127,0.559353,1.871787
4.0442441729E13,-1.471599,-0.657034,0.562459,1.706944
4.0442460366E13,-1.158095,-0.831987,0.373564,1.474088
4.0442480349E13,-0.838712,-0.850813,0.031476,1.19512
4.0442500534E13,-0.535837,-0.717569,-0.403704,0.982346
4.0442520367E13,-0.266666,-0.455091,-0.8604,1.009211
4.0442541692E13,-0.042479,-0.101806,-1.266775,1.271569
4.0442564571E13,0.13123,0.293679,-1.561607,1.594392
4.0442580589E13,0.253963,0.679277,-1.702935,1.850919
4.0442600426E13,0.329174,1.006644,-1.673214,1.980235
4.0442620607E13,0.363179,1.237578,-1.480247,1.963321
4.0442641734E13,0.364205,1.348716,-1.154093,1.812074
4.0442660371E13,0.341617,1.333829,-0.740576,1.563412
4.0442680361E13,0.30517,1.203309,-0.292848,1.275477
4.0442700404E13,0.264373,0.981158,0.137361,1.025394
4.0442720354E13,0.227785,0.700045,0.50728,0.894026
4.0443740641E13,-1.445436,-0.790711,-1.856869,2.482433
4.0443760582E13,-1.365585,-0.863492,-1.631558,2.296176
4.0443780476E13,-1.229681,-0.886776,-1.355074,2.033399
4.0443800326E13,-1.053594,-0.834802,-1.033678,1.695714
4.0443820329E13,-0.853763,-0.691837,-0.674854,1.289565
4.0443840817E13,-0.644504,-0.455325,-0.28799,0.840027
4.0443860579E13,-0.436151,-0.136921,0.115311,0.471456
4.0443880474E13,-0.234044,0.238813,0.52139,0.6194
4.0443900317E13,-0.038596,0.63782,0.915186,1.116185
4.0443920334E13,0.15309,1.021543,1.281281,1.645803
4.0443941964E13,0.344949,1.352747,1.605138,2.127295
4.0443960764E13,0.5393,1.601041,1.874075,2.52316
4.0443980461E13,0.734353,1.747167,2.077937,2.812417
4.0444000532E13,0.922593,1.78537,2.209333,2.986616
4.0444020919E13,1.090331,1.723477,2.263507,3.046745
4.0444041839E13,1.218912,1.580969,2.237639,2.998706
4.0444060544E13,1.287146,1.385249,2.130406,2.84856
4.0444080459E13,1.27471,1.166794,1.941774,2.599381
4.0444100549E13,1.166164,0.954294,1.673235,2.25174
4.0444120354E13,0.954693,0.770395,1.328371,1.80818
4.0444141724E13,0.644789,0.629006,0.913852,1.283171
4.0444160759E13,0.253209,0.53433,0.440549,0.737364
4.0444180489E13,-0.192115,0.481478,-0.075733,0.523893
4.0444200317E13,-0.655065,0.459056,-0.614024,1.008399
