't             ','x             ','y             ','z             ',magnitude
3.5721578046E13,-0.477367,0.054106,-0.138367,0.499952
3.5721590651E13,-0.4652,0.114564,-0.270701,0.550286
3.5721610706E13,-0.440526,0.206043,-0.349275,0.598757
3.5721630619E13,-0.419133,0.304478,-0.341731,0.620612
3.5721650691E13,-0.413697,0.379007,-0.231112,0.606798
3.5721670939E13,-0.428571,0.399936,-0.021899,0.586602
3.5721690719E13,-0.455645,0.347476,0.257649,0.62828
3.5721710673E13,-0.472986,0.219475,0.557608,0.763421
3.5721730656E13,-0.446945,0.035367,0.813377,0.928759
3.5721750821E13,-0.338352,-0.164845,0.955723,1.027162
3.5721770668E13,-0.111368,-0.326915,0.922327,0.984868
3.5721792276E13,0.256708,-0.393425,0.668652,0.817177
3.5721810743E13,0.766056,-0.317314,0.176059,0.84766
3.5721830659E13,1.388383,-0.075552,-0.544407,1.493217
3.5721850664E13,2.065607,0.320282,-1.453363,2.545894
3.5721870676E13,2.714784,0.819024,-2.488958,3.773031
3.5721892368E13,3.239383,1.332155,-3.576887,5.006232
3.5721910709E13,3.545331,1.743719,-4.642077,6.095802
3.5721930656E13,3.559712,1.926566,-5.619666,6.925594
3.5721950663E13,3.248626,1.762506,-6.463291,7.44541
3.5721970681E13,2.630733,1.163097,-7.149019,7.705973
3.5721992113E13,1.783127,0.087269,-7.674265,7.879182
3.5722010718E13,0.837518,-1.447499,-8.052052,8.223882
3.5722030666E13,-0.033782,-3.362728,-8.302023,8.957269
3.5722050659E13,-0.64078,-5.525686,-8.440364,10.108588
3.5722070679E13,-0.804121,-7.764275,-8.470343,11.518563
3.5722092264E13,-0.385985,-9.888321,-8.376451,12.965061
3.5722110706E13,0.68363,-11.713552,-8.124663,14.271819
3.5722130661E13,2.388612,-13.085502,-7.668328,15.353797
3.5722150668E13,4.621197,-13.898176,-6.958732,16.215385
3.5722170681E13,7.189825,-14.104992,-5.957897,16.915701
3.5722192298E13,9.841106,-13.72069,-4.65301,17.514428
3.5722210688E13,12.292438,-12.815836,-3.066754,18.020951
3.5722230661E13,14.269642,-11.503921,-1.264178,18.372834
3.5722250668E13,15.545174,-9.924354,0.648613,18.454429
3.5722270684E13,15.969625,-8.223178,2.532911,18.140155
3.5722292296E13,15.491608,-6.534803,4.232426,17.338022
3.5722310706E13,14.162803,-4.967059,5.5938,16.017092
3.5722330656E13,12.127651,-3.591588,6.48849,14.215482
3.5722350666E13,9.598928,-2.440371,6.832339,12.032277
3.5722370684E13,6.823716,-1.507763,6.599844,9.6122
3.5722392294E13,4.046006,-0.757601,5.829968,7.136711
3.5722410731E13,1.472579,-0.133523,4.622426,4.853158
3.5722430676E13,-0.752547,0.428982,3.124708,3.242554
3.5722450676E13,-2.560909,0.990636,1.511803,3.134511
3.5722470679E13,-3.957931,1.597772,-0.038364,4.268438
3.5722492399E13,-5.007984,2.274395,-1.369824,5.668262
3.5722510708E13,-5.80979,3.017683,-2.369315,6.962307
3.5722530658E13,-6.46762,3.797627,-2.979926,8.070443
3.5722550666E13,-7.064196,4.560769,-3.205691,8.998885
3.5723070726E13,-1.716008,-0.290717,-3.490595,3.900443
3.5723090613E13,-2.538931,0.183558,-2.68603,3.700625
3.5723110658E13,-3.45916,0.68322,-1.864424,3.988565
3.5723130781E13,-4.416431,1.137603,-1.138203,4.700479
3.5723150724E13,-5.326562,1.466458,-0.611373,5.558466
3.5723170688E13,-6.098079,1.596719,-0.357696,6.313796
3.5723192091E13,-6.653279,1.479024,-0.404113,6.82766
3.5723210648E13,-6.947055,1.100604,-0.723807,7.070841
3.5723230969E13,-6.979238,0.489622,-1.240232,7.105467
3.5723250801E13,-6.797229,-0.28808,-1.841804,7.048231
3.5723270729E13,-6.488171,-1.140439,-2.404169,7.012631
3.5723290714E13,-6.161777,-1.96609,-2.816041,7.054297
3.5723310673E13,-5.926376,-2.673329,-3.003354,7.161617
3.5723331188E13,-5.864484,-3.197436,-2.944902,7.299878
3.5723350743E13,-6.013429,-3.512676,-2.677718,7.46126
3.5723370701E13,-6.354478,-3.634521,-2.288033,7.669696
3.5723390678E13,-6.813882,-3.611784,-1.891185,7.940438
3.5723410768E13,-7.276023,-3.510667,-1.603787,8.236348
3.5723430658E13,-7.606201,-3.394078,-1.51323,8.465454
3.5723450626E13,-7.678077,-3.301604,-1.652928,8.51972
3.5723470694E13,-7.400318,-3.235001,-1.988907,8.317793
3.5723491009E13,-6.737004,-3.152939,-2.421221,7.822439
3.5723510709E13,-5.716472,-2.977447,-2.801711,7.028003
3.5723530691E13,-4.426928,-2.610977,-2.965153,5.933551
3.5723550744E13,-2.999842,-1.960879,-2.767738,4.528187
3.5723570711E13,-1.58437,-0.966038,-2.124837,2.821062
3.5723592129E13,-0.318188,0.380308,-1.03988,1.152054
3.5723610684E13,0.698861,2.017218,0.38304,2.168938
3.5723630699E13,1.422654,3.816395,1.947008,4.514384
3.5723650743E13,1.870093,5.597318,3.390556,6.806107
3.5723670698E13,2.110744,7.154985,4.432242,8.677201
3.5723692124E13,2.246686,8.295252,4.823812,9.855352
3.5723710668E13,2.385301,8.870581,4.401808,10.185911
3.5723730689E13,2.610995,8.809273,3.126834,9.705549
3.5723750746E13,2.961965,8.131489,1.102479,8.724093
3.5723770759E13,3.41789,6.948031,-1.431658,7.874436
3.5723792364E13,3.901557,5.441801,-4.132651,7.868555
3.5723810691E13,4.295048,3.834605,-6.607584,8.764234
3.5723830691E13,4.466159,2.346468,-8.478513,9.865986
3.5723850749E13,4.300236,1.155271,-9.44747,10.444203
3.5723870706E13,3.730212,0.364719,-9.349172,10.072463
3.5723892086E13,2.758177,-0.012532,-8.180861,8.633318
3.5723910701E13,1.463574,-0.052962,-6.10395,6.277186
3.5723930694E13,-0.004999,0.098323,-3.416878,3.418297
3.5723950739E13,-1.453071,0.262133,-0.503345,1.559963
3.5723970698E13,-2.674808,0.266575,2.234129,3.495282
3.5723992098E13,-3.49163,-0.01328,4.442801,5.650675
3.5724010708E13,-3.78701,-0.626202,5.877734,7.020066
3.5724030689E13,-3.530696,-1.532134,6.438868,7.501485
3.5724050746E13,-2.786504,-2.609,6.179672,7.263597
3.5723570711E13,-1.58437,-0.966038,-2.124837,2.821062
3.5723592129E13,-0.318188,0.380308,-1.03988,1.152054
3.5723610684E13,0.698861,2.017218,0.38304,2.168938
3.5723630699E13,1.422654,3.816395,1.947008,4.514384
3.5723650743E13,1.870093,5.597318,3.390556,6.806107
3.5723670698E13,2.110744,7.154985,4.432242,8.677201
3.5723692124E13,2.246686,8.295252,4.823812,9.855352
3.5723710668E13,2.385301,8.870581,4.401808,10.185911
3.5723730689E13,2.610995,8.809273,3.126834,9.705549
3.5723750746E13,2.961965,8.131489,1.102479,8.724093
3.5723770759E13,3.41789,6.948031,-1.431658,7.874436
3.5723792364E13,3.901557,5.441801,-4.132651,7.868555
3.5723810691E13,4.295048,3.834605,-6.607584,8.764234
3.5723830691E13,4.466159,2.346468,-8.478513,9.865986
3.5723850749E13,4.300236,1.155271,-9.44747,10.444203
3.5723870706E13,3.730212,0.364719,-9.349172,10.072463
3.5723892086E13,2.758177,-0.012532,-8.180861,8.633318
3.5723910701E13,1.463574,-0.052962,-6.10395,6.277186
3.5723930694E13,-0.004999,0.098323,-3.416878,3.418297
3.5723950739E13,-1.453071,0.262133,-0.503345,1.559963
3.5723970698E13,-2.674808,0.266575,2.234129,3.495282
3.5723992098E13,-3.49163,-0.01328,4.442801,5.650675
3.5724010708E13,-3.78701,-0.626202,5.877734,7.020066
3.5724030689E13,-3.530696,-1.532134,6.438868,7.501485
3.5724050746E13,-2.786504,-2.609,6.179672,7.263597
3.5724070709E13,-1.702579,-3.677697,5.287742,6.662166
3.5724090621E13,-0.485028,-4.540243,4.041286,6.097627
3.5724110704E13,0.640109,-5.022829,2.75006,5.762064
3.5724130688E13,1.468923,-5.014684,1.693187,5.492874
3.5724150741E13,1.85764,-4.494525,1.066318,4.978817
3.5724170678E13,1.749262,-3.538734,0.948283,4.059778
3.5724192081E13,1.183556,-2.309292,1.29292,2.899185
3.5724210668E13,0.288399,-1.023908,1.947061,2.218695
3.5724230689E13,-0.745804,0.085522,2.690052,2.792833
3.5724250748E13,-1.703566,0.817742,3.285937,3.790544
3.5724270699E13,-2.386181,1.041099,3.536898,4.391742
3.5724292139E13,-2.64995,0.718437,3.326518,4.313248
3.5724310688E13,-2.433873,-0.086824,2.645528,3.595844
3.5724330691E13,-1.771482,-1.224162,1.592293,2.678081
3.5724350738E13,-0.784626,-2.487296,0.349606,2.631445
3.5724370686E13,0.339356,-3.655968,-0.856575,3.770277
3.5724392176E13,1.382514,-4.539299,-1.806994,5.077579
3.5724411629E13,2.135859,-5.011196,-2.336902,5.927486
3.5724430753E13,2.437364,-5.031057,-2.372652,6.073035
3.5724450678E13,2.200361,-4.646668,-1.946608,5.49749
3.5724470834E13,1.427541,-3.979514,-1.190132,4.392132
3.5724490666E13,0.209288,-3.194192,-0.303998,3.215444
3.5724510771E13,-1.29315,-2.459383,0.486079,2.820829
3.5724530771E13,-2.875769,-1.909466,0.980453,3.588509
3.5724550673E13,-4.325871,-1.61448,1.051459,4.735533
3.5724070709E13,-1.702579,-3.677697,5.287742,6.662166
3.5724090621E13,-0.485028,-4.540243,4.041286,6.097627
3.5724110704E13,0.640109,-5.022829,2.75006,5.762064
3.5724130688E13,1.468923,-5.014684,1.693187,5.492874
3.5724150741E13,1.85764,-4.494525,1.066318,4.978817
3.5724170678E13,1.749262,-3.538734,0.948283,4.059778
3.5724192081E13,1.183556,-2.309292,1.29292,2.899185
3.5724210668E13,0.288399,-1.023908,1.947061,2.218695
3.5724230689E13,-0.745804,0.085522,2.690052,2.792833
3.5724250748E13,-1.703566,0.817742,3.285937,3.790544
3.5724270699E13,-2.386181,1.041099,3.536898,4.391742
3.5724292139E13,-2.64995,0.718437,3.326518,4.313248
3.5724310688E13,-2.433873,-0.086824,2.645528,3.595844
3.5724330691E13,-1.771482,-1.224162,1.592293,2.678081
3.5724350738E13,-0.784626,-2.487296,0.349606,2.631445
3.5724370686E13,0.339356,-3.655968,-0.856575,3.770277
3.5724392176E13,1.382514,-4.539299,-1.806994,5.077579
3.5724411629E13,2.135859,-5.011196,-2.336902,5.927486
3.5724430753E13,2.437364,-5.031057,-2.372652,6.073035
3.5724450678E13,2.200361,-4.646668,-1.946608,5.49749
3.5724470834E13,1.427541,-3.979514,-1.190132,4.392132
3.5724490666E13,0.209288,-3.194192,-0.303998,3.215444
3.5724510771E13,-1.29315,-2.459383,0.486079,2.820829
3.5724530771E13,-2.875769,-1.909466,0.980453,3.588509
3.5724550673E13,-4.325871,-1.61448,1.051459,4.735533
3.5724570923E13,-5.455802,-1.565052,0.67384,5.715699
3.5724590656E13,-6.130181,-1.674848,-0.06662,6.355209
3.5724610764E13,-6.2826,-1.80055,-0.988761,6.609894
3.5724630774E13,-5.919579,-1.774585,-1.853189,6.451735
3.5724650679E13,-5.112254,-1.443556,-2.413441,5.834698
3.5724670974E13,-3.978481,-0.704195,-2.470845,4.735955
3.5724692504E13,-2.659437,0.470711,-1.921566,3.314603
3.5724710643E13,-1.295449,2.021736,-0.785966,2.526529
3.5724730654E13,-0.005419,3.809828,0.786319,3.890131
3.5724750664E13,1.12685,5.639568,2.537517,6.285977
3.5724770666E13,2.057692,7.293859,4.145571,8.638301
3.5724790624E13,2.780077,8.573257,5.283035,10.44701
3.5724810746E13,3.313448,9.331786,5.679282,11.415577
3.5724830681E13,3.690375,9.502486,5.174239,11.431923
3.5724850791E13,3.943031,9.107517,3.753506,10.610522
3.5724870814E13,4.092541,8.251244,1.557375,9.341163
3.5724892261E13,4.143364,7.097809,-1.13817,8.297095
3.5724910879E13,4.083627,5.838089,-3.96535,8.153729
3.5724930693E13,3.891442,4.652571,-6.525468,8.909066
3.5724950813E13,3.544801,3.677562,-8.455463,9.878509
3.5724970809E13,3.032451,2.981922,-9.488344,10.397898
3.5724992306E13,2.36331,2.557873,-9.496491,10.114904
3.5725010888E13,1.571769,2.327696,-8.510055,8.961566
