't             ','x             ','y             ','z             ',magnitude
3.0065407748E13,0.200829,0.221656,0.123282,0.323515
3.0065426899E13,0.246156,0.279121,0.281353,0.466542
3.0065456424E13,0.24414,0.28413,0.404765,0.551515
3.0065467604E13,0.204332,0.23399,0.460575,0.555547
3.0065486896E13,0.147442,0.138983,0.429681,0.475059
3.0065506884E13,0.100013,0.020262,0.312683,0.328913
3.0065526894E13,0.087224,-0.094887,0.131279,0.183972
3.0065546919E13,0.125594,-0.179545,-0.075482,0.231749
3.0065566896E13,0.217506,-0.214002,-0.259494,0.400554
3.0065586896E13,0.348928,-0.191186,-0.374653,0.546505
3.0065610801E13,0.491226,-0.119426,-0.388309,0.637456
3.0065628283E13,0.607007,-0.021654,-0.290426,0.673256
3.0065646921E13,0.658421,0.069065,-0.098038,0.669254
3.0065667133E13,0.615803,0.11673,0.146337,0.643625
3.0065686898E13,0.466644,0.090692,0.382382,0.61008
3.0065708098E13,0.219387,-0.026379,0.544199,0.587349
3.0065726856E13,-0.096857,-0.232907,0.574539,0.627473
3.0065746863E13,-0.437628,-0.506714,0.437716,0.79992
3.0065766873E13,-0.752262,-0.807943,0.128062,1.111337
3.0065788108E13,-0.995333,-1.085926,-0.32827,1.5092
3.0065806914E13,-1.137751,-1.288668,-0.878965,1.930731
3.0065826963E13,-1.174808,-1.372962,-1.457537,2.321554
3.0065846861E13,-1.129452,-1.312754,-1.999437,2.645134
3.0065866868E13,-1.049441,-1.10421,-2.458072,2.891837
3.0065886834E13,-0.998797,-0.765992,-2.817199,3.085604
3.0065906868E13,-1.04554,-0.33464,-3.096224,3.285079
3.0065926844E13,-1.248193,0.143903,-3.34647,3.574571
3.0065946871E13,-1.643794,0.624708,-3.638549,4.041208
3.0065966873E13,-2.239877,1.074029,-4.043846,4.745869
3.0065986841E13,-3.013237,1.47674,-4.613444,5.704755
3.0066006873E13,-3.915207,1.839195,-5.359053,6.887012
3.0066026843E13,-4.882184,2.18643,-6.241013,8.219881
3.0066046868E13,-5.849815,2.554382,-7.167168,9.597578
3.0066066873E13,-6.767073,2.97856,-8.003874,10.896196
3.0066086834E13,-7.607006,3.481493,-8.597657,11.996126
3.0066106871E13,-8.37152,4.062405,-8.804184,12.810118
3.0066126854E13,-9.089269,4.691502,-8.518916,13.311534
3.0066146866E13,-9.806028,5.310034,-7.702774,13.553131
3.0066166868E13,-10.570143,5.837222,-6.397556,13.664911
3.0066186838E13,-11.41619,6.183228,-4.727123,13.816924
3.0066206876E13,-12.350452,6.265773,-2.883083,14.145874
3.0066226853E13,-13.341876,6.027164,-1.096871,14.681127
3.0066247618E13,-14.320917,5.448431,0.397072,15.327483
3.0066266919E13,-15.186962,4.557533,1.400284,15.917779
3.0066286878E13,-15.823504,3.429715,1.784135,16.288934
3.0066306869E13,-16.118313,2.179518,1.512094,16.335138
3.0066326849E13,-15.98442,0.945744,0.645869,16.025394
3.0066346839E13,-15.37786,-0.128266,-0.665934,15.392807
3.0066366874E13,-14.308348,-0.915509,-2.214196,14.507572
3.0066387029E13,-12.840419,-1.324135,-3.765517,13.446516
3.0065906868E13,-1.04554,-0.33464,-3.096224,3.285079
3.0065926844E13,-1.248193,0.143903,-3.34647,3.574571
3.0065946871E13,-1.643794,0.624708,-3.638549,4.041208
