't             ','x             ','y             ','z             ',magnitude
9.758779643E12,-0.186671,0.430878,-0.21242,0.515388
9.758800408E12,-0.329689,0.60722,-0.377614,0.787403
9.758819566E12,-0.506732,0.814138,-0.561628,1.111316
9.758839638E12,-0.711499,1.036313,-0.754505,1.466102
9.758860105E12,-0.934339,1.253634,-0.94808,1.828508
9.758879686E12,-1.162955,1.444123,-1.137192,2.175123
9.758899596E12,-1.383425,1.587523,-1.319994,2.485252
9.758919568E12,-1.581478,1.668967,-1.497174,2.74373
9.75893961E12,-1.743852,1.681831,-1.670337,2.942721
9.758959576E12,-1.859381,1.629172,-1.840109,3.081801
9.758979623E12,-1.920446,1.523847,-2.003999,3.166423
9.758999588E12,-1.924027,1.387256,-2.155067,3.204789
9.759019575E12,-1.872338,1.246526,-2.281445,3.203821
9.759039603E12,-1.773132,1.13089,-2.367024,3.16634
9.75905959E12,-1.639875,1.067865,-2.394004,3.092051
9.759079625E12,-1.491119,1.079856,-2.346064,2.982204
9.759099586E12,-1.349149,1.181471,-2.211621,2.847339
9.759119581E12,-1.238077,1.377935,-1.986807,2.716421
9.759139601E12,-1.18157,1.664765,-1.677557,2.6423
9.759159713E12,-1.200229,2.028682,-1.300261,2.691984
9.759179618E12,-1.308967,2.449468,-0.88069,2.913572
9.75919959E12,-1.514796,2.902534,-0.451189,3.304978
9.759219581E12,-1.815458,3.361857,-0.046657,3.821014
9.759239605E12,-2.199085,3.802893,0.300199,4.403191
9.759259588E12,-2.645101,4.205238,0.563382,4.999799
9.759279613E12,-3.126268,4.554712,0.72718,5.57205
9.759299586E12,-3.611698,4.844689,0.788181,6.093981
9.759319576E12,-4.070427,5.076581,0.755299,6.550613
9.75933961E12,-4.474913,5.259384,0.647874,6.935828
9.75935959E12,-4.80385,5.40812,0.492012,7.250297
9.759379616E12,-5.043704,5.54133,0.315749,7.499666
9.759399591E12,-5.189139,5.678098,0.143981,7.693419
9.759419595E12,-5.242005,5.834415,-0.005909,7.843408
9.75943961E12,-5.20953,6.019498,-0.127566,7.961773
9.759459581E12,-5.100942,6.232928,-0.227148,8.057332
9.759479616E12,-4.924789,6.463818,-0.321327,8.132511
9.759499586E12,-4.687001,6.690905,-0.434203,8.180753
9.759519561E12,-4.39001,6.884376,-0.592734,8.186461
9.759539603E12,-4.034051,7.009858,-0.821109,8.129324
9.759559586E12,-3.618622,7.034062,-1.13528,7.991328
9.75957962E12,-3.145266,6.930772,-1.538433,7.764991
9.75959959E12,-2.620464,6.686087,-2.018265,7.459489
9.759619576E12,-2.058024,6.30264,-2.546744,7.102439
9.759639613E12,-1.479966,5.801093,-3.082857,6.734017
9.759659591E12,-0.915338,5.218941,-3.577602,6.393311
9.759679621E12,-0.397192,4.606074,-3.980631,6.100746
9.759699693E12,0.041956,4.017667,-4.24758,5.846824
9.759719576E12,0.375358,3.50585,-4.347035,5.597195
9.759739601E12,0.58701,3.11139,-4.265974,5.312613
9.759759585E12,0.675218,2.856982,-4.012802,4.972006
9.759279613E12,-3.126268,4.554712,0.72718,5.57205
9.759299586E12,-3.611698,4.844689,0.788181,6.093981
9.759319576E12,-4.070427,5.076581,0.755299,6.550613
9.75933961E12,-4.474913,5.259384,0.647874,6.935828
9.75935959E12,-4.80385,5.40812,0.492012,7.250297
9.759379616E12,-5.043704,5.54133,0.315749,7.499666
9.759399591E12,-5.189139,5.678098,0.143981,7.693419
9.759419595E12,-5.242005,5.834415,-0.005909,7.843408
9.75943961E12,-5.20953,6.019498,-0.127566,7.961773
9.759459581E12,-5.100942,6.232928,-0.227148,8.057332
9.759479616E12,-4.924789,6.463818,-0.321327,8.132511
9.759499586E12,-4.687001,6.690905,-0.434203,8.180753
9.759519561E12,-4.39001,6.884376,-0.592734,8.186461
9.759539603E12,-4.034051,7.009858,-0.821109,8.129324
9.759559586E12,-3.618622,7.034062,-1.13528,7.991328
9.75957962E12,-3.145266,6.930772,-1.538433,7.764991
9.75959959E12,-2.620464,6.686087,-2.018265,7.459489
9.759619576E12,-2.058024,6.30264,-2.546744,7.102439
9.759639613E12,-1.479966,5.801093,-3.082857,6.734017
9.759659591E12,-0.915338,5.218941,-3.577602,6.393311
9.759679621E12,-0.397192,4.606074,-3.980631,6.100746
9.759699693E12,0.041956,4.017667,-4.24758,5.846824
9.759719576E12,0.375358,3.50585,-4.347035,5.597195
9.759739601E12,0.58701,3.11139,-4.265974,5.312613
9.759759585E12,0.675218,2.856982,-4.012802,4.972006
9.75977978E12,0.653893,2.74332,-3.617219,4.586682
9.759799865E12,0.55094,2.748952,-3.126691,4.199579
9.759819575E12,0.403981,2.833888,-2.600036,3.867081
9.759839606E12,0.254115,2.946669,-2.098995,3.626736
9.759859588E12,0.138559,3.033561,-1.679109,3.470028
9.759879626E12,0.083846,3.048195,-1.381359,3.347638
9.759900088E12,0.101034,2.95984,-1.225925,3.205269
9.759919521E12,0.183756,2.75893,-1.209234,3.017898
9.759939611E12,0.309829,2.45849,-1.304826,2.800489
9.759959583E12,0.446297,2.091237,-1.468228,2.593867
9.75997962E12,0.556775,1.703042,-1.644698,2.432156
9.760000431E12,0.609733,1.343938,-1.778863,2.311341
9.760019581E12,0.586025,1.058399,-1.824472,2.189139
9.760039601E12,0.484006,0.876799,-1.752771,2.018723
9.760059586E12,0.320753,0.809991,-1.557617,1.784695
9.760080661E12,0.129153,0.847828,-1.256609,1.521367
9.760100528E12,-0.04831,0.961927,-0.888009,1.310037
9.76011958E12,-0.168907,1.112165,-0.503985,1.232656
9.760139525E12,-0.199647,1.255655,-0.161416,1.281633
9.76015958E12,-0.12561,1.35634,0.088157,1.364993
9.760179633E12,0.044901,1.392992,0.20791,1.409138
9.760199535E12,0.279591,1.364175,0.182412,1.404428
9.760219761E12,0.52656,1.289109,0.020243,1.392651
9.760239613E12,0.723046,1.204091,-0.247819,1.426199
9.760259585E12,0.806906,1.155224,-0.574467,1.521727
9.75977978E12,0.653893,2.74332,-3.617219,4.586682
