't             ','x             ','y             ','z             ',magnitude
2.57402073E13,0.962938,-2.910437,-0.96225,3.213069
2.5740227316E13,1.336241,-3.144184,-1.011777,3.563022
2.5740247325E13,1.757809,-3.363273,-1.069296,3.942701
2.5740267316E13,2.185986,-3.525152,-1.122025,4.296995
2.5740287308E13,2.576495,-3.593482,-1.15497,4.570054
2.57403073E13,2.888932,-3.546615,-1.153715,4.71757
2.574032746E13,3.091899,-3.383216,-1.107128,4.715053
2.5740347296E13,3.166044,-3.123717,-1.009359,4.560729
2.5740367311E13,3.104905,-2.807067,-0.861052,4.273344
2.5740387353E13,2.913971,-2.483642,-0.669522,3.886897
2.5740407298E13,2.60841,-2.205804,-0.447967,3.445294
2.5740427295E13,2.210161,-2.018024,-0.213888,3.000496
2.5740447316E13,1.745097,-1.948488,0.01301,2.615748
2.5740467308E13,1.240552,-2.004283,0.213183,2.366762
2.5740487316E13,0.723329,-2.170903,0.369569,2.317888
2.5740507301E13,0.218077,-2.415991,0.46955,2.470839
2.5740527291E13,-0.254088,-2.696492,0.506369,2.755366
2.5740547318E13,-0.676938,-2.967617,0.479814,3.081431
2.5740567296E13,-1.040488,-3.19155,0.396056,3.380158
2.5740587318E13,-1.342232,-3.344128,0.266741,3.613299
2.5740607303E13,-1.587539,-3.417794,0.107398,3.77003
2.5740627293E13,-1.789159,-3.420702,-0.064788,3.860892
2.574064732E13,-1.965386,-3.37229,-0.23319,3.910174
2.57406673E13,-2.136852,-3.296471,-0.383574,3.947149
2.5740687315E13,-2.32229,-3.214592,-0.505537,3.997774
2.57407073E13,-2.533677,-3.139221,-0.593349,4.077535
2.5740727291E13,-2.771765,-3.070495,-0.645938,4.186629
2.5740747328E13,-3.023169,-2.995895,-0.666311,4.308005
2.5740767301E13,-3.259975,-2.8932,-0.660536,4.408441
2.5740787321E13,-3.442421,-2.735872,-0.636626,4.443034
2.57408073E13,-3.524738,-2.499508,-0.603537,4.362978
2.5740827291E13,-3.463305,-2.1676,-0.570518,4.125344
2.5740847321E13,-3.225873,-1.73514,-0.547038,3.703541
2.5740867301E13,-2.800156,-1.209346,-0.543403,3.098174
2.574088732E13,-2.200271,-0.607569,-0.571422,2.353052
2.5740907305E13,-1.469692,0.047132,-0.64484,1.605626
