't             ','x             ','y             ','z             ',magnitude
4.0447391846E13,-0.153135,-0.453488,-0.129074,0.495744
4.0447411831E13,-0.172236,-0.400848,-0.025793,0.437046
4.0447431823E13,-0.159144,-0.359049,0.077827,0.400375
4.0447451853E13,-0.106939,-0.334315,0.161458,0.386356
4.0447472221E13,-0.013396,-0.329816,0.206361,0.389285
4.0447491851E13,0.118297,-0.345398,0.199892,0.416234
4.0447511825E13,0.279523,-0.37801,0.138875,0.490215
4.0447536873E13,0.457085,-0.423,0.031111,0.623557
4.044755341E13,0.63477,-0.475684,-0.105393,0.800197
4.044757224E13,0.795484,-0.53258,-0.245476,0.988279
4.044759189E13,0.923388,-0.592633,-0.361713,1.15529
4.0447611871E13,1.006095,-0.657829,-0.430193,1.276728
4.0447631883E13,1.036496,-0.733072,-0.435969,1.342307
4.0447652596E13,1.013888,-0.825311,-0.376932,1.360582
4.0447671883E13,0.944133,-0.942053,-0.265429,1.359891
4.044769189E13,0.83884,-1.089531,-0.127154,1.380905
4.0447711866E13,0.713565,-1.27089,0.002509,1.457512
4.0447732155E13,0.585165,-1.484872,0.084152,1.598232
4.0447751878E13,0.468732,-1.725126,0.080891,1.789501
4.044777185E13,0.374616,-1.980395,-0.035564,2.015829
4.0447791821E13,0.305755,-2.235206,-0.279902,2.273318
4.0447811836E13,0.255887,-2.471521,-0.650978,2.568592
4.0447832E13,0.209667,-2.671804,-1.132108,2.909324
4.0447851846E13,0.144003,-2.820693,-1.69321,3.293023
4.0447872045E13,0.030632,-2.906696,-2.294296,3.70319
4.0447891823E13,-0.159293,-2.923401,-2.890404,4.114132
4.0447911836E13,-0.451187,-2.869839,-3.436774,4.500107
4.0447932001E13,-0.86199,-2.750275,-3.893301,4.844052
4.044795185E13,-1.396543,-2.573866,-4.226909,5.142167
4.044797206E13,-2.045657,-2.353406,-4.41198,5.402666
4.0447991825E13,-2.785446,-2.103855,-4.430479,5.640395
4.0448016958E13,-3.57884,-1.841073,-4.271253,5.868667
4.0448032001E13,-4.37919,-1.580597,-3.929557,6.092373
4.0448051851E13,-5.135318,-1.336742,-3.407442,6.306269
4.0448072041E13,-5.797609,-1.122599,-2.714853,6.499456
4.0448091808E13,-6.323969,-0.9496,-1.870756,6.662886
4.0448111841E13,-6.684866,-0.82689,-0.904569,6.79628
4.0448131991E13,-6.866986,-0.76124,0.142689,6.910524
4.044815186E13,-6.874897,-0.756507,1.218573,7.022922
4.044817206E13,-6.730603,-0.813524,2.261391,7.146798
4.0448191823E13,-6.471328,-0.929563,3.204683,7.280946
4.0448211826E13,-6.145458,-1.097791,3.983475,7.405395
4.0448232528E13,-5.807425,-1.306971,4.541471,7.487277
4.0448252186E13,-5.511959,-1.541751,4.838056,7.494363
4.044827184E13,-5.308442,-1.783652,4.853704,7.410763
4.0448291823E13,-5.23561,-2.012222,4.59279,7.249439
4.0448311968E13,-5.317288,-2.206924,4.083158,7.058063
4.0448331998E13,-5.559596,-2.349464,3.372124,6.913777
4.0448351968E13,-5.949604,-2.425883,2.519489,6.901486
4.0448372063E13,-6.455849,-2.42835,1.588952,7.078109
4.0447891823E13,-0.159293,-2.923401,-2.890404,4.114132
4.0447911836E13,-0.451187,-2.869839,-3.436774,4.500107
4.0447932001E13,-0.86199,-2.750275,-3.893301,4.844052
4.044795185E13,-1.396543,-2.573866,-4.226909,5.142167
4.044797206E13,-2.045657,-2.353406,-4.41198,5.402666
4.0447991825E13,-2.785446,-2.103855,-4.430479,5.640395
4.0448016958E13,-3.57884,-1.841073,-4.271253,5.868667
4.0448032001E13,-4.37919,-1.580597,-3.929557,6.092373
4.0448051851E13,-5.135318,-1.336742,-3.407442,6.306269
4.0448072041E13,-5.797609,-1.122599,-2.714853,6.499456
4.0448091808E13,-6.323969,-0.9496,-1.870756,6.662886
4.0448111841E13,-6.684866,-0.82689,-0.904569,6.79628
4.0448131991E13,-6.866986,-0.76124,0.142689,6.910524
4.044815186E13,-6.874897,-0.756507,1.218573,7.022922
4.044817206E13,-6.730603,-0.813524,2.261391,7.146798
4.0448191823E13,-6.471328,-0.929563,3.204683,7.280946
4.0448211826E13,-6.145458,-1.097791,3.983475,7.405395
4.0448232528E13,-5.807425,-1.306971,4.541471,7.487277
4.0448252186E13,-5.511959,-1.541751,4.838056,7.494363
4.044827184E13,-5.308442,-1.783652,4.853704,7.410763
4.0448291823E13,-5.23561,-2.012222,4.59279,7.249439
4.0448311968E13,-5.317288,-2.206924,4.083158,7.058063
4.0448331998E13,-5.559596,-2.349464,3.372124,6.913777
4.0448351968E13,-5.949604,-2.425883,2.519489,6.901486
4.0448372063E13,-6.455849,-2.42835,1.588952,7.078109
4.044839183E13,-7.03053,-2.35616,0.639291,7.442347
4.0448412145E13,-7.613452,-2.215703,-0.283166,7.934367
4.0448431995E13,-8.137871,-2.019584,-1.148902,8.463075
4.0448451948E13,-8.537359,-1.784839,-1.946146,8.936422
4.0448472035E13,-8.753251,-1.530264,-2.678101,9.280805
4.0448491828E13,-8.742025,-1.273541,-3.357411,9.450774
